candidate_id,rank,predicted_tg_degC,batch_id,pipeline_status,source_state
P-319,194,144.516141,B042,SUCCESS,CURRENT_B042
P-359,195,144.498933,B042,SUCCESS,CURRENT_B042
P-209,196,144.449351,B042,SUCCESS,CURRENT_B042
P-408,197,144.444336,B042,SUCCESS,CURRENT_B042
P-214,198,144.292358,B042,SUCCESS,CURRENT_B042
P-184,199,144.213433,B042,SUCCESS,CURRENT_B042
P-243,200,143.88426,B042,SUCCESS,CURRENT_B042
P-112,201,143.694691,B041,SUCCESS,CURRENT_B042
P-133,202,143.680936,B041,SUCCESS,CURRENT_B042
P-173,203,143.580756,B041,SUCCESS,CURRENT_B042
P-410,204,143.560803,B042,SUCCESS,CURRENT_B042
P-405,205,143.535191,B042,SUCCESS,CURRENT_B042
P-351,206,143.24335,B042,SUCCESS,CURRENT_B042
P-233,207,143.144908,B042,SUCCESS,CURRENT_B042
P-003,208,142.915248,B040,SUCCESS,CURRENT_B042
P-104,209,142.830954,B041,SUCCESS,CURRENT_B042
P-383,210,142.556515,B042,SUCCESS,CURRENT_B042
P-225,211,142.208199,B042,SUCCESS,CURRENT_B042
P-302,212,141.966302,B042,SUCCESS,CURRENT_B042
P-147,213,141.832237,B041,SUCCESS,CURRENT_B042
P-397,214,141.473517,B042,SUCCESS,CURRENT_B042
P-394,215,141.355527,B042,SUCCESS,CURRENT_B042
P-110,216,140.1816,B041,SUCCESS,CURRENT_B042
P-050,217,140.179452,B040,SUCCESS,CURRENT_B042
P-006,218,139.580127,B040,SUCCESS,CURRENT_B042
P-400,219,139.471988,B042,SUCCESS,CURRENT_B042
P-061,220,139.206002,B040,SUCCESS,CURRENT_B042
P-325,221,139.016673,B042,SUCCESS,CURRENT_B042
P-186,222,138.171815,B042,SUCCESS,CURRENT_B042
P-420,223,137.695089,B042,SUCCESS,CURRENT_B042
P-111,224,135.330249,B041,SUCCESS,CURRENT_B042
P-237,225,107.337286,B042,SUCCESS,CURRENT_B042
P-177,226,106.859081,B041,SUCCESS,CURRENT_B042
P-048,227,106.532723,B040,SUCCESS,CURRENT_B042
P-308,228,105.887884,B042,SUCCESS,CURRENT_B042
P-011,229,104.991674,B040,SUCCESS,CURRENT_B042
P-157,230,104.865495,B041,SUCCESS,CURRENT_B042
P-373,231,104.674726,B042,SUCCESS,CURRENT_B042
P-093,232,104.497438,B041,SUCCESS,CURRENT_B042
P-097,233,104.366605,B041,SUCCESS,CURRENT_B042
P-332,234,104.260052,B042,SUCCESS,CURRENT_B042
P-362,235,104.05656,B042,SUCCESS,CURRENT_B042
P-381,236,103.83179,B042,SUCCESS,CURRENT_B042
P-154,237,103.727414,B041,SUCCESS,CURRENT_B042
P-067,238,103.71951,B040,SUCCESS,CURRENT_B042
P-291,239,103.681967,B042,SUCCESS,CURRENT_B042
P-085,240,103.390513,B040,SUCCESS,CURRENT_B042
P-264,241,103.211964,B042,SUCCESS,CURRENT_B042
P-349,242,103.004366,B042,SUCCESS,CURRENT_B042
P-366,243,102.974397,B042,SUCCESS,CURRENT_B042
P-254,244,102.948094,B042,SUCCESS,CURRENT_B042
P-109,245,102.907502,B041,SUCCESS,CURRENT_B042
P-207,246,102.847163,B042,SUCCESS,CURRENT_B042
P-368,247,102.756538,B042,SUCCESS,CURRENT_B042
P-051,248,102.749813,B040,SUCCESS,CURRENT_B042
P-020,249,102.689482,B040,SUCCESS,CURRENT_B042
P-416,250,102.506511,B042,SUCCESS,CURRENT_B042
P-333,251,102.450655,B042,SUCCESS,CURRENT_B042
P-059,252,102.425386,B040,SUCCESS,CURRENT_B042
P-322,253,102.36351,B042,SUCCESS,CURRENT_B042
P-418,254,102.199043,B042,SUCCESS,CURRENT_B042
P-223,255,101.851019,B042,SUCCESS,CURRENT_B042
P-033,256,101.723429,B040,SUCCESS,CURRENT_B042
P-083,257,101.619726,B040,SUCCESS,CURRENT_B042
P-043,258,101.533113,B040,SUCCESS,CURRENT_B042
P-120,259,101.448818,B041,SUCCESS,CURRENT_B042
P-187,260,101.448608,B042,SUCCESS,CURRENT_B042
P-348,261,101.441968,B042,SUCCESS,CURRENT_B042
P-295,262,101.314374,B042,SUCCESS,CURRENT_B042
P-399,263,101.216514,B042,SUCCESS,CURRENT_B042
P-117,264,101.127961,B041,SUCCESS,CURRENT_B042
P-057,265,100.627916,B040,SUCCESS,CURRENT_B042
P-388,266,100.58374,B042,SUCCESS,CURRENT_B042
P-163,267,100.495253,B041,SUCCESS,CURRENT_B042
P-073,268,100.463835,B040,SUCCESS,CURRENT_B042
P-030,269,100.290998,B040,SUCCESS,CURRENT_B042
P-235,270,99.914967,B042,SUCCESS,CURRENT_B042
P-230,271,99.802206,B042,SUCCESS,CURRENT_B042
P-170,272,99.612635,B041,SUCCESS,CURRENT_B042
P-075,273,99.369335,B040,SUCCESS,CURRENT_B042
P-253,274,99.302617,B042,SUCCESS,CURRENT_B042
P-241,275,99.183694,B042,SUCCESS,CURRENT_B042
P-277,276,99.055397,B042,SUCCESS,CURRENT_B042
P-220,277,99.021311,B042,SUCCESS,CURRENT_B042
P-101,278,99.015104,B041,SUCCESS,CURRENT_B042
P-071,279,99.001381,B040,SUCCESS,CURRENT_B042
P-082,280,98.513798,B040,SUCCESS,CURRENT_B042
P-159,281,98.301239,B041,SUCCESS,CURRENT_B042
P-158,282,97.834827,B041,SUCCESS,CURRENT_B042
P-087,283,97.612207,B040,SUCCESS,CURRENT_B042
P-078,284,97.143472,B040,SUCCESS,CURRENT_B042
P-017,285,96.96079,B040,SUCCESS,CURRENT_B042
P-019,286,96.695793,B040,SUCCESS,CURRENT_B042
P-049,287,95.275273,B040,SUCCESS,CURRENT_B042
P-132,288,82.062648,B041,SUCCESS,CURRENT_B042
P-023,289,81.807924,B040,SUCCESS,CURRENT_B042
P-144,290,81.792257,B041,SUCCESS,CURRENT_B042
P-060,291,81.787689,B040,SUCCESS,CURRENT_B042
P-089,292,81.775764,B040,SUCCESS,CURRENT_B042
P-100,293,81.15749,B041,SUCCESS,CURRENT_B042
P-010,294,80.812321,B040,SUCCESS,CURRENT_B042
P-056,295,80.670497,B040,SUCCESS,CURRENT_B042
P-016,296,80.522053,B040,SUCCESS,CURRENT_B042
P-080,297,80.445587,B040,SUCCESS,CURRENT_B042
P-116,298,80.182132,B041,SUCCESS,CURRENT_B042
P-074,299,79.86095,B040,SUCCESS,CURRENT_B042
P-025,300,79.601871,B040,SUCCESS,CURRENT_B042
P-139,301,79.040953,B041,SUCCESS,CURRENT_B042
P-079,302,78.583334,B040,SUCCESS,CURRENT_B042
P-155,303,78.479407,B041,SUCCESS,CURRENT_B042
P-014,304,78.088252,B040,SUCCESS,CURRENT_B042
P-107,305,77.483123,B041,SUCCESS,CURRENT_B042
P-038,306,76.682805,B040,SUCCESS,CURRENT_B042
P-086,307,76.522496,B040,SUCCESS,CURRENT_B042
P-066,308,75.808,B040,SUCCESS,CURRENT_B042
P-068,309,75.725471,B040,SUCCESS,CURRENT_B042
P-013,310,75.312018,B040,SUCCESS,CURRENT_B042
P-123,311,74.157859,B041,SUCCESS,CURRENT_B042
P-032,312,73.710977,B040,SUCCESS,CURRENT_B042
P-044,313,73.688571,B040,SUCCESS,CURRENT_B042
P-021,314,73.323223,B040,SUCCESS,CURRENT_B042
P-018,315,73.200051,B040,SUCCESS,CURRENT_B042
P-070,316,72.916531,B040,SUCCESS,CURRENT_B042
P-052,317,72.375509,B040,SUCCESS,CURRENT_B042
P-136,318,72.367463,B041,SUCCESS,CURRENT_B042
P-162,319,70.959806,B041,SUCCESS,CURRENT_B042
P-103,320,70.899862,B041,SUCCESS,CURRENT_B042
P-145,321,70.590848,B041,SUCCESS,CURRENT_B042
P-168,322,70.078199,B041,SUCCESS,CURRENT_B042
P-008,323,31.613001,B040,SUCCESS,CURRENT_B042
P-149,324,31.584509,B041,SUCCESS,CURRENT_B042
P-171,325,30.727136,B041,SUCCESS,CURRENT_B042
P-121,326,30.680395,B041,SUCCESS,CURRENT_B042
P-164,327,30.322149,B041,SUCCESS,CURRENT_B042
P-178,328,30.290496,B041,SUCCESS,CURRENT_B042
P-169,329,30.169342,B041,SUCCESS,CURRENT_B042
P-096,330,30.009476,B041,SUCCESS,CURRENT_B042
P-095,331,29.700892,B041,SUCCESS,CURRENT_B042
P-174,332,29.649208,B041,SUCCESS,CURRENT_B042
P-042,333,29.445981,B040,SUCCESS,CURRENT_B042
P-172,334,29.172381,B041,SUCCESS,CURRENT_B042
P-002,335,28.679453,B040,SUCCESS,CURRENT_B042
P-141,336,28.550055,B041,SUCCESS,CURRENT_B042
P-161,337,28.287717,B041,SUCCESS,CURRENT_B042
P-045,338,28.195419,B040,SUCCESS,CURRENT_B042
P-153,339,28.039539,B041,SUCCESS,CURRENT_B042
P-047,340,27.514837,B040,SUCCESS,CURRENT_B042
P-156,341,26.716723,B041,SUCCESS,CURRENT_B042
P-037,342,26.667249,B040,SUCCESS,CURRENT_B042
P-022,343,26.213022,B040,SUCCESS,CURRENT_B042
P-001,344,26.041318,B040,SUCCESS,CURRENT_B042
P-126,345,10.31511,B041,SUCCESS,CURRENT_B042
P-028,346,9.341307,B040,SUCCESS,CURRENT_B042
P-102,347,8.819696,B041,SUCCESS,CURRENT_B042
P-151,348,8.709897,B041,SUCCESS,CURRENT_B042
P-176,349,8.489328,B041,SUCCESS,CURRENT_B042
P-015,350,8.393822,B040,SUCCESS,CURRENT_B042
P-012,351,8.242498,B040,SUCCESS,CURRENT_B042
P-105,352,8.231799,B041,SUCCESS,CURRENT_B042
P-092,353,7.756675,B041,SUCCESS,CURRENT_B042
P-055,354,6.376024,B040,SUCCESS,CURRENT_B042
P-004,355,6.287133,B040,SUCCESS,CURRENT_B042
P-053,356,6.219382,B040,SUCCESS,CURRENT_B042
P-142,357,5.956801,B041,SUCCESS,CURRENT_B042
P-124,358,5.297429,B041,SUCCESS,CURRENT_B042
P-138,359,-16.453379,B041,SUCCESS,CURRENT_B042
P-128,360,-16.743995,B041,SUCCESS,CURRENT_B042
P-076,361,-16.789187,B040,SUCCESS,CURRENT_B042
P-118,362,-17.314079,B041,SUCCESS,CURRENT_B042
P-027,363,-17.745339,B040,SUCCESS,CURRENT_B042
P-031,364,-18.093284,B040,SUCCESS,CURRENT_B042
P-081,365,-18.376005,B040,SUCCESS,CURRENT_B042
P-137,366,-18.401349,B041,SUCCESS,CURRENT_B042
P-072,367,-18.424813,B040,SUCCESS,CURRENT_B042
P-114,368,-18.448893,B041,SUCCESS,CURRENT_B042
P-026,369,-18.758515,B040,SUCCESS,CURRENT_B042
P-035,370,-19.270058,B040,SUCCESS,CURRENT_B042
P-058,371,-19.279263,B040,SUCCESS,CURRENT_B042
P-063,372,-19.319988,B040,SUCCESS,CURRENT_B042
P-039,373,-19.388662,B040,SUCCESS,CURRENT_B042
P-077,374,-19.797278,B040,SUCCESS,CURRENT_B042
P-129,375,-19.802146,B041,SUCCESS,CURRENT_B042
P-166,376,-20.417669,B041,SUCCESS,CURRENT_B042
P-029,377,-20.561998,B040,SUCCESS,CURRENT_B042
P-134,378,-20.613417,B041,SUCCESS,CURRENT_B042
P-127,379,-20.902686,B041,SUCCESS,CURRENT_B042
P-179,380,-68.556871,B041,SUCCESS,CURRENT_B042
P-130,381,-69.350588,B041,SUCCESS,CURRENT_B042
P-005,382,-69.408441,B040,SUCCESS,CURRENT_B042
P-088,383,-69.421472,B040,SUCCESS,CURRENT_B042
P-099,384,-69.512286,B041,SUCCESS,CURRENT_B042
P-148,385,-69.633453,B041,SUCCESS,CURRENT_B042
P-165,386,-69.655839,B041,SUCCESS,CURRENT_B042
P-065,387,-69.81614,B040,SUCCESS,CURRENT_B042
P-140,388,-70.60069,B041,SUCCESS,CURRENT_B042
P-098,389,-70.733801,B041,SUCCESS,CURRENT_B042
P-152,390,-70.766599,B041,SUCCESS,CURRENT_B042
P-131,391,-70.83735,B041,SUCCESS,CURRENT_B042
P-041,392,-70.950346,B040,SUCCESS,CURRENT_B042
P-146,393,-71.050294,B041,SUCCESS,CURRENT_B042
P-069,394,-71.069486,B040,SUCCESS,CURRENT_B042
P-125,395,-71.088137,B041,SUCCESS,CURRENT_B042
P-062,396,-71.524939,B040,SUCCESS,CURRENT_B042
P-046,397,-71.868171,B040,SUCCESS,CURRENT_B042
P-135,398,-72.502811,B041,SUCCESS,CURRENT_B042
P-122,399,-73.014058,B041,SUCCESS,CURRENT_B042
P-064,400,-123.263913,B040,SUCCESS,CURRENT_B042
P-036,401,-123.580753,B040,SUCCESS,CURRENT_B042
P-160,402,-125.174148,B041,SUCCESS,CURRENT_B042
P-115,403,-125.281659,B041,SUCCESS,CURRENT_B042
P-106,404,-125.508975,B041,SUCCESS,CURRENT_B042
P-090,405,-125.736287,B040,SUCCESS,CURRENT_B042
P-007,406,-125.833328,B040,SUCCESS,CURRENT_B042
P-119,407,-125.889814,B041,SUCCESS,CURRENT_B042
P-094,408,-126.35505,B041,SUCCESS,CURRENT_B042
P-113,409,-126.395738,B041,SUCCESS,CURRENT_B042
P-054,410,-126.416943,B040,SUCCESS,CURRENT_B042
P-175,411,-126.619328,B041,SUCCESS,CURRENT_B042
P-009,412,-126.714292,B040,SUCCESS,CURRENT_B042
P-034,413,-126.794229,B040,SUCCESS,CURRENT_B042
P-167,414,-126.8555,B041,SUCCESS,CURRENT_B042
P-024,415,-127.203228,B040,SUCCESS,CURRENT_B042
P-150,416,-127.287875,B041,SUCCESS,CURRENT_B042
P-084,417,-127.607938,B040,SUCCESS,CURRENT_B042
P-091,418,-128.101437,B041,SUCCESS,CURRENT_B042
P-143,419,-128.787798,B041,SUCCESS,CURRENT_B042
P-040,420,-130.262321,B040,SUCCESS,CURRENT_B042
