candidate_id,rank,predicted_tg_degC,batch_id,pipeline_status,source_state
P-237,39,107.337286,B042,SUCCESS,TRUSTED_BASELINE
P-177,40,106.859081,B041,SUCCESS,TRUSTED_BASELINE
P-048,41,106.532723,B040,SUCCESS,TRUSTED_BASELINE
P-308,42,105.887884,B042,SUCCESS,TRUSTED_BASELINE
P-011,43,104.991674,B040,SUCCESS,TRUSTED_BASELINE
P-157,44,104.865495,B041,SUCCESS,TRUSTED_BASELINE
P-373,45,104.674726,B042,SUCCESS,TRUSTED_BASELINE
P-093,46,104.497438,B041,SUCCESS,TRUSTED_BASELINE
P-097,47,104.366605,B041,SUCCESS,TRUSTED_BASELINE
P-332,48,104.260052,B042,SUCCESS,TRUSTED_BASELINE
P-362,49,104.05656,B042,SUCCESS,TRUSTED_BASELINE
P-381,50,103.83179,B042,SUCCESS,TRUSTED_BASELINE
P-154,51,103.727414,B041,SUCCESS,TRUSTED_BASELINE
P-067,52,103.71951,B040,SUCCESS,TRUSTED_BASELINE
P-291,53,103.681967,B042,SUCCESS,TRUSTED_BASELINE
P-085,54,103.390513,B040,SUCCESS,TRUSTED_BASELINE
P-264,55,103.211964,B042,SUCCESS,TRUSTED_BASELINE
P-349,56,103.004366,B042,SUCCESS,TRUSTED_BASELINE
P-366,57,102.974397,B042,SUCCESS,TRUSTED_BASELINE
P-254,58,102.948094,B042,SUCCESS,TRUSTED_BASELINE
P-109,59,102.907502,B041,SUCCESS,TRUSTED_BASELINE
P-207,60,102.847163,B042,SUCCESS,TRUSTED_BASELINE
P-368,61,102.756538,B042,SUCCESS,TRUSTED_BASELINE
P-051,62,102.749813,B040,SUCCESS,TRUSTED_BASELINE
P-020,63,102.689482,B040,SUCCESS,TRUSTED_BASELINE
P-416,64,102.506511,B042,SUCCESS,TRUSTED_BASELINE
P-333,65,102.450655,B042,SUCCESS,TRUSTED_BASELINE
P-059,66,102.425386,B040,SUCCESS,TRUSTED_BASELINE
P-322,67,102.36351,B042,SUCCESS,TRUSTED_BASELINE
P-418,68,102.199043,B042,SUCCESS,TRUSTED_BASELINE
P-223,69,101.851019,B042,SUCCESS,TRUSTED_BASELINE
P-033,70,101.723429,B040,SUCCESS,TRUSTED_BASELINE
P-083,71,101.619726,B040,SUCCESS,TRUSTED_BASELINE
P-043,72,101.533113,B040,SUCCESS,TRUSTED_BASELINE
P-120,73,101.448818,B041,SUCCESS,TRUSTED_BASELINE
P-187,74,101.448608,B042,SUCCESS,TRUSTED_BASELINE
P-348,75,101.441968,B042,SUCCESS,TRUSTED_BASELINE
P-295,76,101.314374,B042,SUCCESS,TRUSTED_BASELINE
P-399,77,101.216514,B042,SUCCESS,TRUSTED_BASELINE
P-117,78,101.127961,B041,SUCCESS,TRUSTED_BASELINE
P-057,79,100.627916,B040,SUCCESS,TRUSTED_BASELINE
P-388,80,100.58374,B042,SUCCESS,TRUSTED_BASELINE
P-163,81,100.495253,B041,SUCCESS,TRUSTED_BASELINE
P-073,82,100.463835,B040,SUCCESS,TRUSTED_BASELINE
P-030,83,100.290998,B040,SUCCESS,TRUSTED_BASELINE
P-235,84,99.914967,B042,SUCCESS,TRUSTED_BASELINE
P-230,85,99.802206,B042,SUCCESS,TRUSTED_BASELINE
P-170,86,99.612635,B041,SUCCESS,TRUSTED_BASELINE
P-075,87,99.369335,B040,SUCCESS,TRUSTED_BASELINE
P-253,88,99.302617,B042,SUCCESS,TRUSTED_BASELINE
P-241,89,99.183694,B042,SUCCESS,TRUSTED_BASELINE
P-277,90,99.055397,B042,SUCCESS,TRUSTED_BASELINE
P-220,91,99.021311,B042,SUCCESS,TRUSTED_BASELINE
P-101,92,99.015104,B041,SUCCESS,TRUSTED_BASELINE
P-071,93,99.001381,B040,SUCCESS,TRUSTED_BASELINE
P-191,94,98.933586,B042,SUCCESS,TRUSTED_BASELINE
P-082,95,98.513798,B040,SUCCESS,TRUSTED_BASELINE
P-159,96,98.301239,B041,SUCCESS,TRUSTED_BASELINE
P-272,97,98.26616,B042,SUCCESS,TRUSTED_BASELINE
P-415,98,97.867119,B042,SUCCESS,TRUSTED_BASELINE
P-158,99,97.834827,B041,SUCCESS,TRUSTED_BASELINE
P-385,100,97.739253,B042,SUCCESS,TRUSTED_BASELINE
P-087,101,97.612207,B040,SUCCESS,TRUSTED_BASELINE
P-365,102,97.442921,B042,SUCCESS,TRUSTED_BASELINE
P-380,103,97.381808,B042,SUCCESS,TRUSTED_BASELINE
P-078,104,97.143472,B040,SUCCESS,TRUSTED_BASELINE
P-353,105,97.11771,B042,SUCCESS,TRUSTED_BASELINE
P-017,106,96.96079,B040,SUCCESS,TRUSTED_BASELINE
P-406,107,96.783318,B042,SUCCESS,TRUSTED_BASELINE
P-227,108,96.763886,B042,SUCCESS,TRUSTED_BASELINE
P-019,109,96.695793,B040,SUCCESS,TRUSTED_BASELINE
P-201,110,95.752448,B042,SUCCESS,TRUSTED_BASELINE
P-049,111,95.275273,B040,SUCCESS,TRUSTED_BASELINE
P-284,112,84.371234,B042,SUCCESS,TRUSTED_BASELINE
P-232,113,84.039252,B042,SUCCESS,TRUSTED_BASELINE
P-205,114,84.016209,B042,SUCCESS,TRUSTED_BASELINE
P-212,115,83.547436,B042,SUCCESS,TRUSTED_BASELINE
P-185,116,83.020256,B042,SUCCESS,TRUSTED_BASELINE
P-356,117,82.526089,B042,SUCCESS,TRUSTED_BASELINE
P-279,118,82.50635,B042,SUCCESS,TRUSTED_BASELINE
P-344,119,82.162753,B042,SUCCESS,TRUSTED_BASELINE
P-132,120,82.062648,B041,SUCCESS,TRUSTED_BASELINE
P-309,121,82.0363,B042,SUCCESS,TRUSTED_BASELINE
P-341,122,81.882746,B042,SUCCESS,TRUSTED_BASELINE
P-023,123,81.807924,B040,SUCCESS,TRUSTED_BASELINE
P-270,124,81.807084,B042,SUCCESS,TRUSTED_BASELINE
P-144,125,81.792257,B041,SUCCESS,TRUSTED_BASELINE
P-060,126,81.787689,B040,SUCCESS,TRUSTED_BASELINE
P-089,127,81.775764,B040,SUCCESS,TRUSTED_BASELINE
P-336,128,81.447631,B042,SUCCESS,TRUSTED_BASELINE
P-100,129,81.15749,B041,SUCCESS,TRUSTED_BASELINE
P-010,130,80.812321,B040,SUCCESS,TRUSTED_BASELINE
P-334,131,80.670807,B042,SUCCESS,TRUSTED_BASELINE
P-056,132,80.670497,B040,SUCCESS,TRUSTED_BASELINE
P-016,133,80.522053,B040,SUCCESS,TRUSTED_BASELINE
P-080,134,80.445587,B040,SUCCESS,TRUSTED_BASELINE
P-188,135,80.337651,B042,SUCCESS,TRUSTED_BASELINE
P-283,136,80.305709,B042,SUCCESS,TRUSTED_BASELINE
P-354,137,80.235577,B042,SUCCESS,TRUSTED_BASELINE
P-116,138,80.182132,B041,SUCCESS,TRUSTED_BASELINE
P-328,139,80.176373,B042,SUCCESS,TRUSTED_BASELINE
P-195,140,80.025077,B042,SUCCESS,TRUSTED_BASELINE
P-389,141,80.013463,B042,SUCCESS,TRUSTED_BASELINE
P-074,142,79.86095,B040,SUCCESS,TRUSTED_BASELINE
P-025,143,79.601871,B040,SUCCESS,TRUSTED_BASELINE
P-323,144,79.466484,B042,SUCCESS,TRUSTED_BASELINE
P-246,145,79.45736,B042,SUCCESS,TRUSTED_BASELINE
P-318,146,79.421241,B042,SUCCESS,TRUSTED_BASELINE
P-298,147,79.278464,B042,SUCCESS,TRUSTED_BASELINE
P-139,148,79.040953,B041,SUCCESS,TRUSTED_BASELINE
P-289,149,78.806342,B042,SUCCESS,TRUSTED_BASELINE
P-079,150,78.583334,B040,SUCCESS,TRUSTED_BASELINE
P-155,151,78.479407,B041,SUCCESS,TRUSTED_BASELINE
P-224,152,78.411397,B042,SUCCESS,TRUSTED_BASELINE
P-014,153,78.088252,B040,SUCCESS,TRUSTED_BASELINE
P-234,154,77.997317,B042,SUCCESS,TRUSTED_BASELINE
P-364,155,77.949033,B042,SUCCESS,TRUSTED_BASELINE
P-107,156,77.483123,B041,SUCCESS,TRUSTED_BASELINE
P-417,157,76.896535,B042,SUCCESS,TRUSTED_BASELINE
P-407,158,76.804574,B042,SUCCESS,TRUSTED_BASELINE
P-262,159,76.742615,B042,SUCCESS,TRUSTED_BASELINE
P-038,160,76.682805,B040,SUCCESS,TRUSTED_BASELINE
P-327,161,76.587464,B042,SUCCESS,TRUSTED_BASELINE
P-086,162,76.522496,B040,SUCCESS,TRUSTED_BASELINE
P-414,163,76.414031,B042,SUCCESS,TRUSTED_BASELINE
P-256,164,76.412746,B042,SUCCESS,TRUSTED_BASELINE
P-260,165,76.389275,B042,SUCCESS,TRUSTED_BASELINE
P-190,166,76.372843,B042,SUCCESS,TRUSTED_BASELINE
P-183,167,76.372012,B042,SUCCESS,TRUSTED_BASELINE
P-066,168,75.808,B040,SUCCESS,TRUSTED_BASELINE
P-395,169,75.740659,B042,SUCCESS,TRUSTED_BASELINE
P-068,170,75.725471,B040,SUCCESS,TRUSTED_BASELINE
P-299,171,75.537262,B042,SUCCESS,TRUSTED_BASELINE
P-306,172,75.447775,B042,SUCCESS,TRUSTED_BASELINE
P-338,173,75.31405,B042,SUCCESS,TRUSTED_BASELINE
P-013,174,75.312018,B040,SUCCESS,TRUSTED_BASELINE
P-206,175,75.077319,B042,SUCCESS,TRUSTED_BASELINE
P-275,176,75.073567,B042,SUCCESS,TRUSTED_BASELINE
P-236,177,74.73832,B042,SUCCESS,TRUSTED_BASELINE
P-231,178,74.708215,B042,SUCCESS,TRUSTED_BASELINE
P-297,179,74.67537,B042,SUCCESS,TRUSTED_BASELINE
P-312,180,74.640166,B042,SUCCESS,TRUSTED_BASELINE
P-123,181,74.157859,B041,SUCCESS,TRUSTED_BASELINE
P-402,182,74.13526,B042,SUCCESS,TRUSTED_BASELINE
P-288,183,73.934872,B042,SUCCESS,TRUSTED_BASELINE
P-369,184,73.914551,B042,SUCCESS,TRUSTED_BASELINE
P-032,185,73.710977,B040,SUCCESS,TRUSTED_BASELINE
P-044,186,73.688571,B040,SUCCESS,TRUSTED_BASELINE
P-021,187,73.323223,B040,SUCCESS,TRUSTED_BASELINE
P-018,188,73.200051,B040,SUCCESS,TRUSTED_BASELINE
P-419,189,72.925583,B042,SUCCESS,TRUSTED_BASELINE
P-070,190,72.916531,B040,SUCCESS,TRUSTED_BASELINE
P-311,191,72.758296,B042,SUCCESS,TRUSTED_BASELINE
P-343,192,72.676983,B042,SUCCESS,TRUSTED_BASELINE
P-255,193,72.650138,B042,SUCCESS,TRUSTED_BASELINE
P-350,194,72.621514,B042,SUCCESS,TRUSTED_BASELINE
P-372,195,72.584446,B042,SUCCESS,TRUSTED_BASELINE
P-337,196,72.436654,B042,SUCCESS,TRUSTED_BASELINE
P-052,197,72.375509,B040,SUCCESS,TRUSTED_BASELINE
P-136,198,72.367463,B041,SUCCESS,TRUSTED_BASELINE
P-238,199,71.2061,B042,SUCCESS,TRUSTED_BASELINE
P-162,200,70.959806,B041,SUCCESS,TRUSTED_BASELINE
P-103,201,70.899862,B041,SUCCESS,TRUSTED_BASELINE
P-145,202,70.590848,B041,SUCCESS,TRUSTED_BASELINE
P-168,203,70.078199,B041,SUCCESS,TRUSTED_BASELINE
P-008,204,31.613001,B040,SUCCESS,TRUSTED_BASELINE
P-149,205,31.584509,B041,SUCCESS,TRUSTED_BASELINE
P-171,206,30.727136,B041,SUCCESS,TRUSTED_BASELINE
P-121,207,30.680395,B041,SUCCESS,TRUSTED_BASELINE
P-249,208,30.562532,B042,SUCCESS,TRUSTED_BASELINE
P-164,209,30.322149,B041,SUCCESS,TRUSTED_BASELINE
P-178,210,30.290496,B041,SUCCESS,TRUSTED_BASELINE
P-169,211,30.169342,B041,SUCCESS,TRUSTED_BASELINE
P-345,212,30.040317,B042,SUCCESS,TRUSTED_BASELINE
P-329,213,30.017322,B042,SUCCESS,TRUSTED_BASELINE
P-096,214,30.009476,B041,SUCCESS,TRUSTED_BASELINE
P-378,215,29.878689,B042,SUCCESS,TRUSTED_BASELINE
P-095,216,29.700892,B041,SUCCESS,TRUSTED_BASELINE
P-266,217,29.696693,B042,SUCCESS,TRUSTED_BASELINE
P-174,218,29.649208,B041,SUCCESS,TRUSTED_BASELINE
P-305,219,29.63885,B042,SUCCESS,TRUSTED_BASELINE
P-042,220,29.445981,B040,SUCCESS,TRUSTED_BASELINE
P-310,221,29.360974,B042,SUCCESS,TRUSTED_BASELINE
P-172,222,29.172381,B041,SUCCESS,TRUSTED_BASELINE
P-200,223,29.072508,B042,SUCCESS,TRUSTED_BASELINE
P-226,224,29.03288,B042,SUCCESS,TRUSTED_BASELINE
P-198,225,28.949454,B042,SUCCESS,TRUSTED_BASELINE
P-002,226,28.679453,B040,SUCCESS,TRUSTED_BASELINE
P-141,227,28.550055,B041,SUCCESS,TRUSTED_BASELINE
P-161,228,28.287717,B041,SUCCESS,TRUSTED_BASELINE
P-267,229,28.258461,B042,SUCCESS,TRUSTED_BASELINE
P-210,230,28.230316,B042,SUCCESS,TRUSTED_BASELINE
P-045,231,28.195419,B040,SUCCESS,TRUSTED_BASELINE
P-326,232,28.127741,B042,SUCCESS,TRUSTED_BASELINE
P-153,233,28.039539,B041,SUCCESS,TRUSTED_BASELINE
P-404,234,27.878893,B042,SUCCESS,TRUSTED_BASELINE
P-346,235,27.763806,B042,SUCCESS,TRUSTED_BASELINE
P-392,236,27.690591,B042,SUCCESS,TRUSTED_BASELINE
P-047,237,27.514837,B040,SUCCESS,TRUSTED_BASELINE
P-244,238,27.361141,B042,SUCCESS,TRUSTED_BASELINE
P-263,239,27.116584,B042,SUCCESS,TRUSTED_BASELINE
P-339,240,26.772482,B042,SUCCESS,TRUSTED_BASELINE
P-193,241,26.772016,B042,SUCCESS,TRUSTED_BASELINE
P-156,242,26.716723,B041,SUCCESS,TRUSTED_BASELINE
P-037,243,26.667249,B040,SUCCESS,TRUSTED_BASELINE
P-022,244,26.213022,B040,SUCCESS,TRUSTED_BASELINE
P-396,245,26.201647,B042,SUCCESS,TRUSTED_BASELINE
P-001,246,26.041318,B040,SUCCESS,TRUSTED_BASELINE
P-269,247,25.015761,B042,SUCCESS,TRUSTED_BASELINE
P-250,248,23.920033,B042,SUCCESS,TRUSTED_BASELINE
P-371,249,12.313928,B042,SUCCESS,TRUSTED_BASELINE
P-217,250,11.833285,B042,SUCCESS,TRUSTED_BASELINE
P-281,251,11.754747,B042,SUCCESS,TRUSTED_BASELINE
P-342,252,10.879625,B042,SUCCESS,TRUSTED_BASELINE
P-126,253,10.31511,B041,SUCCESS,TRUSTED_BASELINE
P-352,254,10.25584,B042,SUCCESS,TRUSTED_BASELINE
P-192,255,10.183152,B042,SUCCESS,TRUSTED_BASELINE
P-316,256,10.172923,B042,SUCCESS,TRUSTED_BASELINE
P-282,257,10.019741,B042,SUCCESS,TRUSTED_BASELINE
P-028,258,9.341307,B040,SUCCESS,TRUSTED_BASELINE
P-265,259,9.163231,B042,SUCCESS,TRUSTED_BASELINE
P-102,260,8.819696,B041,SUCCESS,TRUSTED_BASELINE
P-315,261,8.784659,B042,SUCCESS,TRUSTED_BASELINE
P-151,262,8.709897,B041,SUCCESS,TRUSTED_BASELINE
P-363,263,8.620349,B042,SUCCESS,TRUSTED_BASELINE
P-218,264,8.525891,B042,SUCCESS,TRUSTED_BASELINE
P-176,265,8.489328,B041,SUCCESS,TRUSTED_BASELINE
P-015,266,8.393822,B040,SUCCESS,TRUSTED_BASELINE
P-012,267,8.242498,B040,SUCCESS,TRUSTED_BASELINE
P-280,268,8.241735,B042,SUCCESS,TRUSTED_BASELINE
P-257,269,8.235212,B042,SUCCESS,TRUSTED_BASELINE
P-105,270,8.231799,B041,SUCCESS,TRUSTED_BASELINE
P-355,271,8.098648,B042,SUCCESS,TRUSTED_BASELINE
P-092,272,7.756675,B041,SUCCESS,TRUSTED_BASELINE
P-321,273,7.086324,B042,SUCCESS,TRUSTED_BASELINE
P-181,274,6.935516,B042,SUCCESS,TRUSTED_BASELINE
P-222,275,6.880444,B042,SUCCESS,TRUSTED_BASELINE
P-274,276,6.823535,B042,SUCCESS,TRUSTED_BASELINE
P-367,277,6.595398,B042,SUCCESS,TRUSTED_BASELINE
P-055,278,6.376024,B040,SUCCESS,TRUSTED_BASELINE
P-004,279,6.287133,B040,SUCCESS,TRUSTED_BASELINE
P-053,280,6.219382,B040,SUCCESS,TRUSTED_BASELINE
P-142,281,5.956801,B041,SUCCESS,TRUSTED_BASELINE
P-124,282,5.297429,B041,SUCCESS,TRUSTED_BASELINE
P-377,283,4.512227,B042,SUCCESS,TRUSTED_BASELINE
P-370,284,-15.070626,B042,SUCCESS,TRUSTED_BASELINE
P-413,285,-15.867663,B042,SUCCESS,TRUSTED_BASELINE
P-215,286,-16.353356,B042,SUCCESS,TRUSTED_BASELINE
P-330,287,-16.374143,B042,SUCCESS,TRUSTED_BASELINE
P-138,288,-16.453379,B041,SUCCESS,TRUSTED_BASELINE
P-128,289,-16.743995,B041,SUCCESS,TRUSTED_BASELINE
P-076,290,-16.789187,B040,SUCCESS,TRUSTED_BASELINE
P-398,291,-17.146453,B042,SUCCESS,TRUSTED_BASELINE
P-118,292,-17.314079,B041,SUCCESS,TRUSTED_BASELINE
P-229,293,-17.402532,B042,SUCCESS,TRUSTED_BASELINE
P-393,294,-17.652412,B042,SUCCESS,TRUSTED_BASELINE
P-027,295,-17.745339,B040,SUCCESS,TRUSTED_BASELINE
P-031,296,-18.093284,B040,SUCCESS,TRUSTED_BASELINE
P-081,297,-18.376005,B040,SUCCESS,TRUSTED_BASELINE
P-240,298,-18.383601,B042,SUCCESS,TRUSTED_BASELINE
P-137,299,-18.401349,B041,SUCCESS,TRUSTED_BASELINE
P-072,300,-18.424813,B040,SUCCESS,TRUSTED_BASELINE
P-114,301,-18.448893,B041,SUCCESS,TRUSTED_BASELINE
P-189,302,-18.564517,B042,SUCCESS,TRUSTED_BASELINE
P-242,303,-18.633904,B042,SUCCESS,TRUSTED_BASELINE
P-026,304,-18.758515,B040,SUCCESS,TRUSTED_BASELINE
P-252,305,-18.797128,B042,SUCCESS,TRUSTED_BASELINE
P-375,306,-19.04391,B042,SUCCESS,TRUSTED_BASELINE
P-376,307,-19.131084,B042,SUCCESS,TRUSTED_BASELINE
P-313,308,-19.158972,B042,SUCCESS,TRUSTED_BASELINE
P-194,309,-19.170864,B042,SUCCESS,TRUSTED_BASELINE
P-035,310,-19.270058,B040,SUCCESS,TRUSTED_BASELINE
P-058,311,-19.279263,B040,SUCCESS,TRUSTED_BASELINE
P-063,312,-19.319988,B040,SUCCESS,TRUSTED_BASELINE
P-039,313,-19.388662,B040,SUCCESS,TRUSTED_BASELINE
P-202,314,-19.611625,B042,SUCCESS,TRUSTED_BASELINE
P-294,315,-19.658402,B042,SUCCESS,TRUSTED_BASELINE
P-077,316,-19.797278,B040,SUCCESS,TRUSTED_BASELINE
P-129,317,-19.802146,B041,SUCCESS,TRUSTED_BASELINE
P-166,318,-20.417669,B041,SUCCESS,TRUSTED_BASELINE
P-029,319,-20.561998,B040,SUCCESS,TRUSTED_BASELINE
P-134,320,-20.613417,B041,SUCCESS,TRUSTED_BASELINE
P-127,321,-20.902686,B041,SUCCESS,TRUSTED_BASELINE
P-360,322,-22.285509,B042,SUCCESS,TRUSTED_BASELINE
P-273,323,-65.774984,B042,SUCCESS,TRUSTED_BASELINE
P-358,324,-68.1177,B042,SUCCESS,TRUSTED_BASELINE
P-287,325,-68.397668,B042,SUCCESS,TRUSTED_BASELINE
P-179,326,-68.556871,B041,SUCCESS,TRUSTED_BASELINE
P-276,327,-68.869358,B042,SUCCESS,TRUSTED_BASELINE
P-228,328,-69.040211,B042,SUCCESS,TRUSTED_BASELINE
P-203,329,-69.040506,B042,SUCCESS,TRUSTED_BASELINE
P-292,330,-69.272644,B042,SUCCESS,TRUSTED_BASELINE
P-245,331,-69.299879,B042,SUCCESS,TRUSTED_BASELINE
P-239,332,-69.302349,B042,SUCCESS,TRUSTED_BASELINE
P-130,333,-69.350588,B041,SUCCESS,TRUSTED_BASELINE
P-258,334,-69.367636,B042,SUCCESS,TRUSTED_BASELINE
P-005,335,-69.408441,B040,SUCCESS,TRUSTED_BASELINE
P-088,336,-69.421472,B040,SUCCESS,TRUSTED_BASELINE
P-099,337,-69.512286,B041,SUCCESS,TRUSTED_BASELINE
P-148,338,-69.633453,B041,SUCCESS,TRUSTED_BASELINE
P-165,339,-69.655839,B041,SUCCESS,TRUSTED_BASELINE
P-317,340,-69.711532,B042,SUCCESS,TRUSTED_BASELINE
P-296,341,-69.798629,B042,SUCCESS,TRUSTED_BASELINE
P-065,342,-69.81614,B040,SUCCESS,TRUSTED_BASELINE
P-384,343,-70.000435,B042,SUCCESS,TRUSTED_BASELINE
P-304,344,-70.040259,B042,SUCCESS,TRUSTED_BASELINE
P-182,345,-70.051206,B042,SUCCESS,TRUSTED_BASELINE
P-409,346,-70.483548,B042,SUCCESS,TRUSTED_BASELINE
P-391,347,-70.485248,B042,SUCCESS,TRUSTED_BASELINE
P-300,348,-70.54111,B042,SUCCESS,TRUSTED_BASELINE
P-335,349,-70.557969,B042,SUCCESS,TRUSTED_BASELINE
P-140,350,-70.60069,B041,SUCCESS,TRUSTED_BASELINE
P-098,351,-70.733801,B041,SUCCESS,TRUSTED_BASELINE
P-152,352,-70.766599,B041,SUCCESS,TRUSTED_BASELINE
P-131,353,-70.83735,B041,SUCCESS,TRUSTED_BASELINE
P-041,354,-70.950346,B040,SUCCESS,TRUSTED_BASELINE
P-387,355,-70.999676,B042,SUCCESS,TRUSTED_BASELINE
P-146,356,-71.050294,B041,SUCCESS,TRUSTED_BASELINE
P-307,357,-71.051578,B042,SUCCESS,TRUSTED_BASELINE
P-251,358,-71.052298,B042,SUCCESS,TRUSTED_BASELINE
P-390,359,-71.065906,B042,SUCCESS,TRUSTED_BASELINE
P-069,360,-71.069486,B040,SUCCESS,TRUSTED_BASELINE
P-125,361,-71.088137,B041,SUCCESS,TRUSTED_BASELINE
P-261,362,-71.320322,B042,SUCCESS,TRUSTED_BASELINE
P-401,363,-71.367815,B042,SUCCESS,TRUSTED_BASELINE
P-219,364,-71.37215,B042,SUCCESS,TRUSTED_BASELINE
P-379,365,-71.46348,B042,SUCCESS,TRUSTED_BASELINE
P-062,366,-71.524939,B040,SUCCESS,TRUSTED_BASELINE
P-208,367,-71.682435,B042,SUCCESS,TRUSTED_BASELINE
P-278,368,-71.698359,B042,SUCCESS,TRUSTED_BASELINE
P-382,369,-71.751391,B042,SUCCESS,TRUSTED_BASELINE
P-268,370,-71.790204,B042,SUCCESS,TRUSTED_BASELINE
P-046,371,-71.868171,B040,SUCCESS,TRUSTED_BASELINE
P-197,372,-71.910221,B042,SUCCESS,TRUSTED_BASELINE
P-216,373,-72.009479,B042,SUCCESS,TRUSTED_BASELINE
P-135,374,-72.502811,B041,SUCCESS,TRUSTED_BASELINE
P-374,375,-72.613592,B042,SUCCESS,TRUSTED_BASELINE
P-122,376,-73.014058,B041,SUCCESS,TRUSTED_BASELINE
P-199,377,-73.137902,B042,SUCCESS,TRUSTED_BASELINE
P-347,378,-73.496461,B042,SUCCESS,TRUSTED_BASELINE
P-286,379,-74.435586,B042,SUCCESS,TRUSTED_BASELINE
P-403,380,-122.94174,B042,SUCCESS,TRUSTED_BASELINE
P-064,381,-123.263913,B040,SUCCESS,TRUSTED_BASELINE
P-036,382,-123.580753,B040,SUCCESS,TRUSTED_BASELINE
P-324,383,-123.739413,B042,SUCCESS,TRUSTED_BASELINE
P-412,384,-125.001382,B042,SUCCESS,TRUSTED_BASELINE
P-340,385,-125.137307,B042,SUCCESS,TRUSTED_BASELINE
P-160,386,-125.174148,B041,SUCCESS,TRUSTED_BASELINE
P-115,387,-125.281659,B041,SUCCESS,TRUSTED_BASELINE
P-221,388,-125.341472,B042,SUCCESS,TRUSTED_BASELINE
P-248,389,-125.425628,B042,SUCCESS,TRUSTED_BASELINE
P-106,390,-125.508975,B041,SUCCESS,TRUSTED_BASELINE
P-090,391,-125.736287,B040,SUCCESS,TRUSTED_BASELINE
P-007,392,-125.833328,B040,SUCCESS,TRUSTED_BASELINE
P-119,393,-125.889814,B041,SUCCESS,TRUSTED_BASELINE
P-094,394,-126.35505,B041,SUCCESS,TRUSTED_BASELINE
P-113,395,-126.395738,B041,SUCCESS,TRUSTED_BASELINE
P-259,396,-126.400852,B042,SUCCESS,TRUSTED_BASELINE
P-054,397,-126.416943,B040,SUCCESS,TRUSTED_BASELINE
P-175,398,-126.619328,B041,SUCCESS,TRUSTED_BASELINE
P-009,399,-126.714292,B040,SUCCESS,TRUSTED_BASELINE
P-293,400,-126.793448,B042,SUCCESS,TRUSTED_BASELINE
P-034,401,-126.794229,B040,SUCCESS,TRUSTED_BASELINE
P-167,402,-126.8555,B041,SUCCESS,TRUSTED_BASELINE
P-357,403,-127.025882,B042,SUCCESS,TRUSTED_BASELINE
P-196,404,-127.120093,B042,SUCCESS,TRUSTED_BASELINE
P-320,405,-127.184755,B042,SUCCESS,TRUSTED_BASELINE
P-024,406,-127.203228,B040,SUCCESS,TRUSTED_BASELINE
